,start,end,duration,round_epochs,loss,acc,f1score,val_loss,val_acc,val_f1score,activation1,activation2,batch_size,dropout,epochs,kernel_initializer,layer1_units,layer2_units,layer3_units,losses,lr,optimizer,use_bias
1736,09/22/20-064635,09/22/20-064709,33.800588846206665,136,0.046460813297890126,0.867733359336853,0.5852547883987427,0.04858051328361034,0.8560000061988831,0.5713806748390198,<function elu at 0x0000019F21F2DAF8>,<function sigmoid at 0x0000019F2296F4C8>,35,0.08,136,normal,92,25,20,logcosh,0.1,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,False
1737,09/22/20-064709,09/22/20-064739,30.27551794052124,142,0.05731976486245791,0.8333333134651184,0.41070374846458435,0.05730304408073425,0.8343999981880188,0.42626190185546875,<function elu at 0x0000019F21F2DAF8>,<function sigmoid at 0x0000019F2296F4C8>,55,0.32,142,normal,29,35,38,logcosh,0.1,<class 'tensorflow.python.keras.optimizer_v2.rmsprop.RMSprop'>,False
1738,09/22/20-064740,09/22/20-064814,34.00178408622742,100,0.04647320345044136,0.864799976348877,0.5876279473304749,0.048956578373908995,0.8551999926567078,0.5767931342124939,<function elu at 0x0000019F21F2DAF8>,<function sigmoid at 0x0000019F2296F4C8>,50,0.16,100,normal,29,35,23,logcosh,0.5,<class 'tensorflow.python.keras.optimizer_v2.rmsprop.RMSprop'>,False
1739,09/22/20-064814,09/22/20-064923,68.42251133918762,142,0.28857779761155444,0.8831999897956848,0.6456282138824463,0.36437439274787903,0.8456000089645386,0.5244185924530029,<function relu at 0x0000019F2296F168>,<function sigmoid at 0x0000019F2296F4C8>,35,0.08,142,normal,47,55,23,binary_crossentropy,0.1,<class 'tensorflow.python.keras.optimizer_v2.nadam.Nadam'>,False
1740,09/22/20-064923,09/22/20-065011,47.36106562614441,136,0.03553605068102479,0.902400016784668,0.7040305733680725,0.05809442453831434,0.8392000198364258,0.4971160292625427,<function elu at 0x0000019F21F2DAF8>,<function sigmoid at 0x0000019F2296F4C8>,45,0.08,136,normal,83,25,23,logcosh,1.0,<class 'tensorflow.python.keras.optimizer_v2.nadam.Nadam'>,False
1741,09/22/20-065011,09/22/20-065103,52.00361132621765,106,0.3254795075853666,0.8658666610717773,0.5875864028930664,0.3510432441234589,0.8560000061988831,0.5377623438835144,<function elu at 0x0000019F21F2DAF8>,<function sigmoid at 0x0000019F2296F4C8>,55,0.08,106,uniform,20,55,35,binary_crossentropy,0.5,<class 'tensorflow.python.keras.optimizer_v2.nadam.Nadam'>,True
1742,09/22/20-065104,09/22/20-065207,62.732199907302856,130,0.3011372291445732,0.8778666853904724,0.6097359657287598,0.35628782588243485,0.8568000197410583,0.5636295080184937,<function relu at 0x0000019F2296F168>,<function sigmoid at 0x0000019F2296F4C8>,35,0.0,130,normal,65,30,38,binary_crossentropy,0.1,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,True
1743,09/22/20-065208,09/22/20-065305,57.82296395301819,142,0.22597495953241983,0.9037333130836487,0.7174052000045776,0.48151632118225096,0.8352000117301941,0.5049413442611694,<function elu at 0x0000019F21F2DAF8>,<function sigmoid at 0x0000019F2296F4C8>,40,0.08,142,uniform,74,30,20,binary_crossentropy,1.0,<class 'tensorflow.python.keras.optimizer_v2.nadam.Nadam'>,False
1744,09/22/20-065306,09/22/20-065409,62.322360038757324,112,0.0342908277118889,0.9026666879653931,0.7123425006866455,0.060415028739720586,0.8392000198364258,0.5128031373023987,<function elu at 0x0000019F21F2DAF8>,<function sigmoid at 0x0000019F2296F4C8>,35,0.32,112,uniform,83,20,26,logcosh,5.0,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,False
1745,09/22/20-065409,09/22/20-065446,37.04051733016968,100,0.4163800096511841,0.8165333271026611,0.3428235948085785,0.4221444946527481,0.8167999982833862,0.34995564818382263,<function elu at 0x0000019F21F2DAF8>,<function sigmoid at 0x0000019F2296F4C8>,50,0.08,100,uniform,29,50,32,binary_crossentropy,0.1,<class 'tensorflow.python.keras.optimizer_v2.rmsprop.RMSprop'>,False
1746,09/22/20-065447,09/22/20-065538,51.55292344093323,124,0.3219170215924581,0.8685333132743835,0.6031527519226074,0.3543424617946148,0.853600025177002,0.5847009420394897,<function elu at 0x0000019F21F2DAF8>,<function sigmoid at 0x0000019F2296F4C8>,55,0.16,124,normal,47,45,38,binary_crossentropy,0.5,<class 'tensorflow.python.keras.optimizer_v2.rmsprop.RMSprop'>,False
1747,09/22/20-065539,09/22/20-065632,53.008973360061646,130,0.2032719534635544,0.9106666445732117,0.7282297015190125,0.6458736686706543,0.8352000117301941,0.48730549216270447,<function elu at 0x0000019F21F2DAF8>,<function sigmoid at 0x0000019F2296F4C8>,40,0.16,130,uniform,92,20,20,binary_crossentropy,5.0,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,False
1748,09/22/20-065632,09/22/20-065713,40.773778438568115,142,0.045059345121184986,0.8714666962623596,0.6029552221298218,0.04919444585591554,0.8528000116348267,0.5485677123069763,<function elu at 0x0000019F21F2DAF8>,<function sigmoid at 0x0000019F2296F4C8>,65,0.16,142,normal,65,55,20,logcosh,0.5,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,True
1749,09/22/20-065714,09/22/20-065759,44.72288966178894,148,0.19811013609170913,0.9242666959762573,0.7804557085037231,0.47509160280227664,0.828000009059906,0.5103619694709778,<function relu at 0x0000019F2296F168>,<function sigmoid at 0x0000019F2296F4C8>,50,0.16,148,uniform,83,35,38,binary_crossentropy,1.0,<class 'tensorflow.python.keras.optimizer_v2.rmsprop.RMSprop'>,False
1750,09/22/20-065759,09/22/20-065851,52.09379863739014,136,0.11367186331748963,0.958133339881897,0.8813110589981079,1.1918932071179151,0.8288000226020813,0.5237063765525818,<function elu at 0x0000019F21F2DAF8>,<function sigmoid at 0x0000019F2296F4C8>,30,0.16,136,normal,74,30,38,binary_crossentropy,5.0,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,False
1751,09/22/20-065852,09/22/20-065938,46.65019774436951,142,0.04526523521542549,0.8749333620071411,0.60829758644104,0.05116961458325386,0.8528000116348267,0.5646904706954956,<function relu at 0x0000019F2296F168>,<function sigmoid at 0x0000019F2296F4C8>,60,0.32,142,normal,38,35,35,logcosh,0.1,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,True
1752,09/22/20-065939,09/22/20-070015,36.33115077018738,100,0.036399236197272936,0.9071999788284302,0.7198984026908875,0.057684190720319745,0.843999981880188,0.5621339678764343,<function relu at 0x0000019F2296F168>,<function sigmoid at 0x0000019F2296F4C8>,50,0.24,100,uniform,47,20,29,logcosh,0.5,<class 'tensorflow.python.keras.optimizer_v2.nadam.Nadam'>,False
1753,09/22/20-070016,09/22/20-070110,54.48055458068848,148,0.04617126201838255,0.8690666556358337,0.6045123934745789,0.04815008846670389,0.8575999736785889,0.582552969455719,<function elu at 0x0000019F21F2DAF8>,<function sigmoid at 0x0000019F2296F4C8>,30,0.16,148,uniform,83,20,32,logcosh,0.1,<class 'tensorflow.python.keras.optimizer_v2.nadam.Nadam'>,False
1754,09/22/20-070111,09/22/20-070135,24.24551796913147,142,0.201501133620739,0.9205333590507507,0.7748187184333801,0.47433167082071304,0.8360000252723694,0.5496924519538879,<function relu at 0x0000019F2296F168>,<function sigmoid at 0x0000019F2296F4C8>,55,0.0,142,normal,83,20,20,binary_crossentropy,0.5,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,True
1755,09/22/20-070135,09/22/20-070159,23.18037438392639,106,0.03433220689278096,0.9109333157539368,0.7317191362380981,0.057577356602996586,0.8432000279426575,0.5070227384567261,<function relu at 0x0000019F2296F168>,<function sigmoid at 0x0000019F2296F4C8>,45,0.4,106,normal,56,30,26,logcosh,1.0,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,True
1756,09/22/20-070159,09/22/20-070258,58.54275608062744,124,0.16465126083542903,0.9168000221252441,0.7636807560920715,1.1560545214414597,0.8047999739646912,0.5216287970542908,<function elu at 0x0000019F21F2DAF8>,<function sigmoid at 0x0000019F2296F4C8>,35,0.0,124,uniform,38,40,26,binary_crossentropy,5.0,<class 'tensorflow.python.keras.optimizer_v2.nadam.Nadam'>,False
1757,09/22/20-070258,09/22/20-070353,54.9542338848114,118,0.30639805912971496,0.8751999735832214,0.6319944858551025,0.35565602123737333,0.8560000061988831,0.5703223943710327,<function elu at 0x0000019F21F2DAF8>,<function sigmoid at 0x0000019F2296F4C8>,50,0.24,118,normal,83,25,20,binary_crossentropy,0.5,<class 'tensorflow.python.keras.optimizer_v2.nadam.Nadam'>,False
1758,09/22/20-070354,09/22/20-070446,51.704145431518555,142,0.04260743368541201,0.8799999952316284,0.6337801218032837,0.04970458848401904,0.8503999710083008,0.559552788734436,<function elu at 0x0000019F21F2DAF8>,<function sigmoid at 0x0000019F2296F4C8>,55,0.16,142,normal,65,25,29,logcosh,1.0,<class 'tensorflow.python.keras.optimizer_v2.rmsprop.RMSprop'>,False
1759,09/22/20-070447,09/22/20-070547,59.98130416870117,112,0.043650881985823314,0.8770666718482971,0.6131452322006226,0.04947762663662433,0.8560000061988831,0.5549527406692505,<function elu at 0x0000019F21F2DAF8>,<function sigmoid at 0x0000019F2296F4C8>,40,0.08,112,normal,56,50,29,logcosh,1.0,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,True
1760,09/22/20-070547,09/22/20-070614,26.18592095375061,124,0.21940976321697236,0.9053333401679993,0.7324044108390808,0.47887412118911743,0.8159999847412109,0.5611432194709778,<function relu at 0x0000019F2296F168>,<function sigmoid at 0x0000019F2296F4C8>,60,0.0,124,normal,74,40,23,binary_crossentropy,1.0,<class 'tensorflow.python.keras.optimizer_v2.rmsprop.RMSprop'>,True
1761,09/22/20-070614,09/22/20-070718,63.74509787559509,136,0.28865717629591625,0.8786666393280029,0.6383332014083862,0.36440721940994264,0.8479999899864197,0.5535178184509277,<function elu at 0x0000019F21F2DAF8>,<function sigmoid at 0x0000019F2296F4C8>,40,0.08,136,normal,83,35,23,binary_crossentropy,0.5,<class 'tensorflow.python.keras.optimizer_v2.nadam.Nadam'>,False
1762,09/22/20-070718,09/22/20-070751,32.375054359436035,130,0.1609371829032898,0.9266666769981384,0.798770546913147,0.8637773990631104,0.8288000226020813,0.49330389499664307,<function elu at 0x0000019F21F2DAF8>,<function sigmoid at 0x0000019F2296F4C8>,50,0.24,130,normal,65,25,35,binary_crossentropy,5.0,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,False
1763,09/22/20-070751,09/22/20-070828,37.00580334663391,112,0.3193064151207606,0.8744000196456909,0.6229974031448364,0.36336672961711886,0.8503999710083008,0.5488817691802979,<function relu at 0x0000019F2296F168>,<function sigmoid at 0x0000019F2296F4C8>,50,0.32,112,normal,83,30,38,binary_crossentropy,0.1,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,True
1764,09/22/20-070829,09/22/20-070908,39.2142276763916,106,0.3198391427993774,0.8664000034332275,0.5785167217254639,0.3452987944483757,0.853600025177002,0.5190011262893677,<function elu at 0x0000019F21F2DAF8>,<function sigmoid at 0x0000019F2296F4C8>,30,0.16,106,normal,65,50,23,binary_crossentropy,0.5,<class 'tensorflow.python.keras.optimizer_v2.rmsprop.RMSprop'>,True
1765,09/22/20-070909,09/22/20-071011,62.13735270500183,130,0.04190689161792398,0.881600022315979,0.6293304562568665,0.0502113323751837,0.853600025177002,0.5475097298622131,<function elu at 0x0000019F21F2DAF8>,<function sigmoid at 0x0000019F2296F4C8>,30,0.16,130,normal,56,40,29,logcosh,0.5,<class 'tensorflow.python.keras.optimizer_v2.nadam.Nadam'>,False
1766,09/22/20-071011,09/22/20-071044,32.63008499145508,130,0.32995742972691855,0.8645333051681519,0.5783237218856812,0.35024510955810545,0.8568000197410583,0.5828189253807068,<function elu at 0x0000019F21F2DAF8>,<function sigmoid at 0x0000019F2296F4C8>,40,0.32,130,uniform,29,20,26,binary_crossentropy,0.5,<class 'tensorflow.python.keras.optimizer_v2.rmsprop.RMSprop'>,False
1767,09/22/20-071044,09/22/20-071144,59.722038984298706,136,0.30373302002747854,0.8765333294868469,0.6187433004379272,0.3481005561351776,0.8551999926567078,0.5634296536445618,<function elu at 0x0000019F21F2DAF8>,<function sigmoid at 0x0000019F2296F4C8>,50,0.16,136,normal,74,55,29,binary_crossentropy,0.5,<class 'tensorflow.python.keras.optimizer_v2.nadam.Nadam'>,True
1768,09/22/20-071145,09/22/20-071252,67.53540563583374,142,0.3152944755256176,0.8706666827201843,0.601132869720459,0.3441607137322426,0.8543999791145325,0.5710139870643616,<function elu at 0x0000019F21F2DAF8>,<function sigmoid at 0x0000019F2296F4C8>,55,0.08,142,uniform,20,20,29,binary_crossentropy,0.5,<class 'tensorflow.python.keras.optimizer_v2.nadam.Nadam'>,True
1769,09/22/20-071253,09/22/20-071351,57.41244864463806,112,0.029822431846832236,0.923466682434082,0.7711608409881592,0.06512661528587341,0.8295999765396118,0.5417906641960144,<function elu at 0x0000019F21F2DAF8>,<function sigmoid at 0x0000019F2296F4C8>,40,0.0,112,normal,20,40,29,logcosh,5.0,<class 'tensorflow.python.keras.optimizer_v2.rmsprop.RMSprop'>,False
1770,09/22/20-071351,09/22/20-071432,40.083823442459106,142,0.03373239925007025,0.9136000275611877,0.7483980059623718,0.05459778568521142,0.8551999926567078,0.582926332950592,<function relu at 0x0000019F2296F168>,<function sigmoid at 0x0000019F2296F4C8>,55,0.08,142,uniform,29,30,35,logcosh,0.5,<class 'tensorflow.python.keras.optimizer_v2.nadam.Nadam'>,True
1771,09/22/20-071432,09/22/20-071542,69.42857694625854,142,0.1650003184378147,0.9322666525840759,0.8023028373718262,0.6663551115393639,0.8248000144958496,0.5492225885391235,<function relu at 0x0000019F2296F168>,<function sigmoid at 0x0000019F2296F4C8>,45,0.32,142,normal,92,35,23,binary_crossentropy,1.0,<class 'tensorflow.python.keras.optimizer_v2.rmsprop.RMSprop'>,True
1772,09/22/20-071543,09/22/20-071645,62.10431385040283,136,0.04573866821080446,0.8664000034332275,0.5994847416877747,0.04856537467241287,0.8543999791145325,0.5654089450836182,<function elu at 0x0000019F21F2DAF8>,<function sigmoid at 0x0000019F2296F4C8>,45,0.24,136,normal,83,35,23,logcosh,0.1,<class 'tensorflow.python.keras.optimizer_v2.nadam.Nadam'>,True
1773,09/22/20-071646,09/22/20-071726,40.13086414337158,142,0.043991016879677776,0.8709333539009094,0.605384349822998,0.04929474345967173,0.8543999791145325,0.5111350417137146,<function elu at 0x0000019F21F2DAF8>,<function sigmoid at 0x0000019F2296F4C8>,45,0.16,142,normal,38,35,32,logcosh,1.0,<class 'tensorflow.python.keras.optimizer_v2.rmsprop.RMSprop'>,False
1774,09/22/20-071726,09/22/20-071812,45.00882863998413,130,0.025243569504469633,0.937333345413208,0.8165701627731323,0.06611703982949257,0.8335999846458435,0.5056714415550232,<function relu at 0x0000019F2296F168>,<function sigmoid at 0x0000019F2296F4C8>,55,0.4,130,normal,47,20,32,logcosh,1.0,<class 'tensorflow.python.keras.optimizer_v2.nadam.Nadam'>,True
1775,09/22/20-071812,09/22/20-072004,112.37781286239624,136,0.04442035000771284,0.876800000667572,0.5999675393104553,0.04907003309577704,0.8575999736785889,0.5885881781578064,<function elu at 0x0000019F21F2DAF8>,<function sigmoid at 0x0000019F2296F4C8>,30,0.24,136,normal,83,50,32,logcosh,0.5,<class 'tensorflow.python.keras.optimizer_v2.rmsprop.RMSprop'>,True
1776,09/22/20-072006,09/22/20-072101,55.936086654663086,148,0.3807227676709493,0.8458666801452637,0.5012467503547668,0.4048812471628189,0.8367999792098999,0.48232144117355347,<function relu at 0x0000019F2296F168>,<function sigmoid at 0x0000019F2296F4C8>,65,0.24,148,uniform,47,35,26,binary_crossentropy,0.1,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,True
1777,09/22/20-072102,09/22/20-072128,25.389787197113037,136,0.03194549983243147,0.91839998960495,0.7719699144363403,0.06093162770569324,0.8367999792098999,0.5437251925468445,<function relu at 0x0000019F2296F168>,<function sigmoid at 0x0000019F2296F4C8>,65,0.4,136,uniform,65,30,32,logcosh,1.0,<class 'tensorflow.python.keras.optimizer_v2.rmsprop.RMSprop'>,False
1778,09/22/20-072128,09/22/20-072203,35.21049404144287,142,0.035543760508298876,0.9130666851997375,0.7466254234313965,0.057548215329647066,0.8479999899864197,0.5973919034004211,<function relu at 0x0000019F2296F168>,<function sigmoid at 0x0000019F2296F4C8>,60,0.4,142,normal,65,35,20,logcosh,0.5,<class 'tensorflow.python.keras.optimizer_v2.rmsprop.RMSprop'>,False
1779,09/22/20-072204,09/22/20-072242,37.71083641052246,130,0.33946146321296694,0.8621333241462708,0.552440345287323,0.35703093957901,0.8560000061988831,0.5529727935791016,<function elu at 0x0000019F21F2DAF8>,<function sigmoid at 0x0000019F2296F4C8>,60,0.16,130,normal,47,40,29,binary_crossentropy,0.1,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,False
1780,09/22/20-072242,09/22/20-072335,52.83312678337097,130,0.19280864469210307,0.9194666743278503,0.7634811401367188,0.6509152095317841,0.8416000008583069,0.5326510667800903,<function elu at 0x0000019F21F2DAF8>,<function sigmoid at 0x0000019F2296F4C8>,40,0.16,130,normal,29,30,23,binary_crossentropy,5.0,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,True
1781,09/22/20-072335,09/22/20-072405,29.62442135810852,142,0.01608379056272679,0.9613333344459534,0.8916109204292297,0.07034992763400078,0.828000009059906,0.508163571357727,<function relu at 0x0000019F2296F168>,<function sigmoid at 0x0000019F2296F4C8>,65,0.0,142,normal,74,50,32,logcosh,5.0,<class 'tensorflow.python.keras.optimizer_v2.nadam.Nadam'>,True
1782,09/22/20-072405,09/22/20-072437,31.30757427215576,112,0.28343284209569297,0.8882666826248169,0.6435691714286804,0.5355199087262154,0.8399999737739563,0.5326403379440308,<function relu at 0x0000019F2296F168>,<function sigmoid at 0x0000019F2296F4C8>,35,0.32,112,uniform,20,45,20,binary_crossentropy,5.0,<class 'tensorflow.python.keras.optimizer_v2.rmsprop.RMSprop'>,False
1783,09/22/20-072437,09/22/20-072506,29.273725748062134,136,0.30430214941501615,0.8738666772842407,0.6233006715774536,0.34901224315166474,0.8560000061988831,0.5742053985595703,<function elu at 0x0000019F21F2DAF8>,<function sigmoid at 0x0000019F2296F4C8>,50,0.16,136,normal,56,20,20,binary_crossentropy,0.5,<class 'tensorflow.python.keras.optimizer_v2.nadam.Nadam'>,True
1784,09/22/20-072507,09/22/20-072553,45.74152493476868,130,0.021401280760236355,0.946399986743927,0.8476811051368713,0.06656601279973984,0.8327999711036682,0.5465255975723267,<function relu at 0x0000019F2296F168>,<function sigmoid at 0x0000019F2296F4C8>,40,0.16,130,normal,56,50,20,logcosh,5.0,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,False
1785,09/22/20-072553,09/22/20-072632,38.93369770050049,130,0.33384797430038454,0.8632000088691711,0.572623610496521,0.35071677500009535,0.853600025177002,0.5564846396446228,<function elu at 0x0000019F21F2DAF8>,<function sigmoid at 0x0000019F2296F4C8>,35,0.4,130,normal,56,20,26,binary_crossentropy,0.1,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,False
1786,09/22/20-072632,09/22/20-072731,58.9022901058197,124,0.33482446122169496,0.8634666800498962,0.560982882976532,0.35181581825017927,0.853600025177002,0.5484961271286011,<function elu at 0x0000019F21F2DAF8>,<function sigmoid at 0x0000019F2296F4C8>,30,0.4,124,normal,47,50,38,binary_crossentropy,0.1,<class 'tensorflow.python.keras.optimizer_v2.rmsprop.RMSprop'>,False
1787,09/22/20-072732,09/22/20-072814,41.97436571121216,142,0.30977605034907657,0.8706666827201843,0.6122680306434631,0.3520522559285164,0.8543999791145325,0.6016637682914734,<function elu at 0x0000019F21F2DAF8>,<function sigmoid at 0x0000019F2296F4C8>,55,0.16,142,normal,56,25,23,binary_crossentropy,1.0,<class 'tensorflow.python.keras.optimizer_v2.rmsprop.RMSprop'>,True
1788,09/22/20-072815,09/22/20-072907,52.58160161972046,142,0.012182603305955126,0.9730666875839233,0.9275037050247192,0.07146783523261548,0.8191999793052673,0.5069270730018616,<function relu at 0x0000019F2296F168>,<function sigmoid at 0x0000019F2296F4C8>,65,0.0,142,normal,83,35,29,logcosh,1.0,<class 'tensorflow.python.keras.optimizer_v2.nadam.Nadam'>,True
1789,09/22/20-072908,09/22/20-072958,50.79556131362915,100,0.06244442407786846,0.8253333568572998,0.33726733922958374,0.06088484891504049,0.8295999765396118,0.3496512174606323,<function elu at 0x0000019F21F2DAF8>,<function sigmoid at 0x0000019F2296F4C8>,30,0.4,100,uniform,20,50,32,logcosh,0.1,<class 'tensorflow.python.keras.optimizer_v2.rmsprop.RMSprop'>,True
1790,09/22/20-072959,09/22/20-073026,26.7353253364563,100,0.03244916726524631,0.9122666716575623,0.7307232618331909,0.06144468270242214,0.8456000089645386,0.5296461582183838,<function elu at 0x0000019F21F2DAF8>,<function sigmoid at 0x0000019F2296F4C8>,50,0.24,100,uniform,74,25,35,logcosh,5.0,<class 'tensorflow.python.keras.optimizer_v2.nadam.Nadam'>,True
1791,09/22/20-073026,09/22/20-073120,53.49626970291138,118,0.034969362139701844,0.8952000141143799,0.6836755871772766,0.059876468531787394,0.8471999764442444,0.5185732245445251,<function elu at 0x0000019F21F2DAF8>,<function sigmoid at 0x0000019F2296F4C8>,40,0.24,118,normal,47,50,26,logcosh,5.0,<class 'tensorflow.python.keras.optimizer_v2.nadam.Nadam'>,True
1792,09/22/20-073120,09/22/20-073201,40.219237327575684,148,0.0458934203038613,0.8687999844551086,0.6003584265708923,0.04895097207278013,0.8543999791145325,0.5512029528617859,<function elu at 0x0000019F21F2DAF8>,<function sigmoid at 0x0000019F2296F4C8>,65,0.24,148,normal,74,55,20,logcosh,0.1,<class 'tensorflow.python.keras.optimizer_v2.nadam.Nadam'>,True
1793,09/22/20-073201,09/22/20-073229,28.18378734588623,106,0.04676352512836456,0.8672000169754028,0.5848243236541748,0.04906246165186167,0.8543999791145325,0.5778870582580566,<function elu at 0x0000019F21F2DAF8>,<function sigmoid at 0x0000019F2296F4C8>,40,0.24,106,uniform,38,50,20,logcosh,0.5,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,False
1794,09/22/20-073230,09/22/20-073338,68.75110173225403,148,0.04620272967964411,0.8653333187103271,0.5651492476463318,0.04879821933060884,0.8551999926567078,0.5606470704078674,<function elu at 0x0000019F21F2DAF8>,<function sigmoid at 0x0000019F2296F4C8>,30,0.0,148,uniform,65,20,35,logcosh,0.1,<class 'tensorflow.python.keras.optimizer_v2.nadam.Nadam'>,False
1795,09/22/20-073339,09/22/20-073417,38.695345401763916,118,0.3158612052599589,0.8733333349227905,0.6012963056564331,0.34243622303009036,0.8583999872207642,0.5876477360725403,<function elu at 0x0000019F21F2DAF8>,<function sigmoid at 0x0000019F2296F4C8>,40,0.0,118,uniform,47,50,32,binary_crossentropy,1.0,<class 'tensorflow.python.keras.optimizer_v2.rmsprop.RMSprop'>,False
1796,09/22/20-073418,09/22/20-073507,49.48789167404175,148,0.024187604796719823,0.9418666958808899,0.8362049460411072,0.06880171751976014,0.8320000171661377,0.5522368550300598,<function relu at 0x0000019F2296F168>,<function sigmoid at 0x0000019F2296F4C8>,40,0.4,148,normal,92,55,35,logcosh,5.0,<class 'tensorflow.python.keras.optimizer_v2.nadam.Nadam'>,True
1797,09/22/20-073508,09/22/20-073542,33.8894898891449,100,0.30611652485529584,0.8751999735832214,0.6141852736473083,0.3520147435665131,0.8511999845504761,0.5329055786132812,<function elu at 0x0000019F21F2DAF8>,<function sigmoid at 0x0000019F2296F4C8>,40,0.24,100,normal,38,45,26,binary_crossentropy,1.0,<class 'tensorflow.python.keras.optimizer_v2.nadam.Nadam'>,True
1798,09/22/20-073542,09/22/20-073607,24.765204668045044,142,0.05610268891851107,0.8471999764442444,0.49262043833732605,0.059526717942208054,0.8343999981880188,0.4369806945323944,<function relu at 0x0000019F2296F168>,<function sigmoid at 0x0000019F2296F4C8>,55,0.4,142,normal,20,55,38,logcosh,0.1,<class 'tensorflow.python.keras.optimizer_v2.rmsprop.RMSprop'>,True
1799,09/22/20-073608,09/22/20-073632,24.18193030357361,112,0.36660373441378274,0.8543999791145325,0.518929123878479,0.4247752954959869,0.8320000171661377,0.4101053774356842,<function relu at 0x0000019F2296F168>,<function sigmoid at 0x0000019F2296F4C8>,65,0.32,112,uniform,20,50,38,binary_crossentropy,0.5,<class 'tensorflow.python.keras.optimizer_v2.nadam.Nadam'>,True
1800,09/22/20-073632,09/22/20-073741,68.94057273864746,142,0.3218391701976458,0.8695999979972839,0.5884795784950256,0.3632378475666046,0.8432000279426575,0.5164592266082764,<function relu at 0x0000019F2296F168>,<function sigmoid at 0x0000019F2296F4C8>,35,0.24,142,uniform,38,40,29,binary_crossentropy,0.1,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,False
1801,09/22/20-073742,09/22/20-073846,64.31260418891907,130,0.038149115866050125,0.8992000222206116,0.680548906326294,0.05246697463095188,0.8519999980926514,0.5633167624473572,<function relu at 0x0000019F2296F168>,<function sigmoid at 0x0000019F2296F4C8>,45,0.16,130,normal,38,55,32,logcosh,0.1,<class 'tensorflow.python.keras.optimizer_v2.nadam.Nadam'>,True
1802,09/22/20-073847,09/22/20-073934,46.832210063934326,148,0.018774319523091738,0.9546666741371155,0.8690115809440613,0.07109788110852241,0.8248000144958496,0.5060231685638428,<function relu at 0x0000019F2296F168>,<function sigmoid at 0x0000019F2296F4C8>,40,0.16,148,uniform,65,45,32,logcosh,5.0,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,True
1803,09/22/20-073934,09/22/20-073957,22.71245551109314,112,0.38743020832538605,0.8386666774749756,0.4234578311443329,0.39303564846515654,0.8416000008583069,0.46758580207824707,<function elu at 0x0000019F21F2DAF8>,<function sigmoid at 0x0000019F2296F4C8>,50,0.24,112,uniform,47,55,23,binary_crossentropy,0.1,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,True
1804,09/22/20-073957,09/22/20-074019,21.893878698349,118,0.056339138925075534,0.8437333106994629,0.4754309356212616,0.0596463480591774,0.8320000171661377,0.4258721172809601,<function relu at 0x0000019F2296F168>,<function sigmoid at 0x0000019F2296F4C8>,60,0.16,118,uniform,83,20,26,logcosh,0.1,<class 'tensorflow.python.keras.optimizer_v2.rmsprop.RMSprop'>,True
1805,09/22/20-074019,09/22/20-074051,31.634119510650635,130,0.022580295076593756,0.9434666633605957,0.8447365164756775,0.07014305210113525,0.8248000144958496,0.5111684203147888,<function relu at 0x0000019F2296F168>,<function sigmoid at 0x0000019F2296F4C8>,40,0.32,130,uniform,65,35,32,logcosh,5.0,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,False
1806,09/22/20-074051,09/22/20-074115,24.137784481048584,106,0.21113939021527767,0.9058666825294495,0.71925288438797,0.60991114372015,0.8352000117301941,0.507888674736023,<function elu at 0x0000019F21F2DAF8>,<function sigmoid at 0x0000019F2296F4C8>,45,0.16,106,uniform,38,35,20,binary_crossentropy,5.0,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,False
1807,09/22/20-074116,09/22/20-074153,36.87971329689026,142,0.10619827633257956,0.9616000056266785,0.8942103981971741,1.5936512209773064,0.8064000010490417,0.4854998290538788,<function elu at 0x0000019F21F2DAF8>,<function sigmoid at 0x0000019F2296F4C8>,30,0.0,142,uniform,47,30,23,binary_crossentropy,5.0,<class 'tensorflow.python.keras.optimizer_v2.rmsprop.RMSprop'>,False
