round_epochs,val_loss,val_acc,val_f1score,loss,acc,f1score,activation1,activation2,batch_size,dropout,epochs,kernel_initializer,layer1_units,layer2_units,layer3_units,losses,lr,optimizer,use_bias
120,0.4234001335978508,0.8424000144004822,0.5135039687156677,0.25648355522155764,0.90106666,0.7088229,relu,sigmoid,52,0.2375,120,normal,52,38,10,binary_crossentropy,0.5,<class 'tensorflow.python.keras.optimizer_v2.nadam.Nadam'>,True
120,0.5649292541503906,0.8424000144004822,0.4824841022491455,0.20344203090667726,0.9176,0.76195437,relu,sigmoid,48,0.2375,120,normal,68,35,12,binary_crossentropy,0.5,<class 'tensorflow.python.keras.optimizer_v2.nadam.Nadam'>,True
115,0.42377983622550963,0.8447999954223633,0.5154594779014587,0.2362759328842163,0.912,0.7557832,relu,sigmoid,48,0.2375,115,normal,48,23,22,binary_crossentropy,0.5,<class 'tensorflow.python.keras.optimizer_v2.nadam.Nadam'>,True
100,0.3966665923595428,0.8456000089645386,0.5666514039039612,0.24018790777524313,0.9032,0.7296053,relu,sigmoid,40,0.3,100,normal,68,26,16,binary_crossentropy,0.5,<class 'tensorflow.python.keras.optimizer_v2.nadam.Nadam'>,True
125,0.5227758612155914,0.8288000226020813,0.5193764567375183,0.19406578483581544,0.92186666,0.782931,relu,sigmoid,44,0.05,125,normal,44,35,24,binary_crossentropy,0.5,<class 'tensorflow.python.keras.optimizer_v2.nadam.Nadam'>,True
110,0.45029914078712463,0.8416000008583069,0.5160681009292603,0.22183011616865794,0.9104,0.7446927,relu,sigmoid,56,0.2375,110,normal,56,44,14,binary_crossentropy,0.5,<class 'tensorflow.python.keras.optimizer_v2.nadam.Nadam'>,True
110,0.45305947577953337,0.8384000062942505,0.5415804386138916,0.2232753180027008,0.9242667,0.7826278,relu,sigmoid,52,0.1125,110,normal,52,38,12,binary_crossentropy,0.5,<class 'tensorflow.python.keras.optimizer_v2.nadam.Nadam'>,True
100,0.39523377509117125,0.8543999791145325,0.5318484306335449,0.25965114369392395,0.89386666,0.6865094,relu,sigmoid,52,0.05,100,normal,40,41,18,binary_crossentropy,0.5,<class 'tensorflow.python.keras.optimizer_v2.nadam.Nadam'>,True
125,0.41813287420272827,0.8503999710083008,0.5304741859436035,0.24805455436706542,0.9045333,0.7088856,relu,sigmoid,48,0.2375,125,normal,40,35,22,binary_crossentropy,0.5,<class 'tensorflow.python.keras.optimizer_v2.nadam.Nadam'>,True
105,0.4458457726955414,0.8407999873161316,0.5178800821304321,0.2179667541384697,0.9208,0.7705278,relu,sigmoid,44,0.05,105,normal,52,44,12,binary_crossentropy,0.5,<class 'tensorflow.python.keras.optimizer_v2.nadam.Nadam'>,True
120,0.46913965864181517,0.8392000198364258,0.5280351638793945,0.2186143117427826,0.9136,0.76114887,relu,sigmoid,56,0.05,120,normal,52,44,14,binary_crossentropy,0.5,<class 'tensorflow.python.keras.optimizer_v2.nadam.Nadam'>,True
110,0.453584263920784,0.8511999845504761,0.5557742714881897,0.22880028870105742,0.91546667,0.7610935,relu,sigmoid,48,0.3,110,normal,48,32,24,binary_crossentropy,0.5,<class 'tensorflow.python.keras.optimizer_v2.nadam.Nadam'>,True
115,0.43676912450790406,0.843999981880188,0.5049805641174316,0.22819141022364298,0.9104,0.7411091,relu,sigmoid,40,0.05,115,normal,48,32,22,binary_crossentropy,0.5,<class 'tensorflow.python.keras.optimizer_v2.nadam.Nadam'>,True
115,0.4849856843948364,0.8335999846458435,0.5424153804779053,0.19826987993717193,0.9208,0.7629482,relu,sigmoid,40,0.05,115,normal,68,26,24,binary_crossentropy,0.5,<class 'tensorflow.python.keras.optimizer_v2.nadam.Nadam'>,True
110,0.398554344367981,0.8471999764442444,0.5253475904464722,0.2695848515590032,0.8890667,0.65942794,relu,sigmoid,52,0.05,110,normal,52,20,10,binary_crossentropy,0.5,<class 'tensorflow.python.keras.optimizer_v2.nadam.Nadam'>,True
120,0.39261510789394377,0.86080002784729,0.5449614524841309,0.2485734035571416,0.8965333,0.66767067,relu,sigmoid,40,0.2375,120,normal,44,35,22,binary_crossentropy,0.5,<class 'tensorflow.python.keras.optimizer_v2.nadam.Nadam'>,True
125,0.44611574232578277,0.8360000252723694,0.5190012454986572,0.21385356159210206,0.91973335,0.77767015,relu,sigmoid,48,0.2375,125,normal,48,41,16,binary_crossentropy,0.5,<class 'tensorflow.python.keras.optimizer_v2.nadam.Nadam'>,True
125,0.3918680153846741,0.8471999764442444,0.504008948802948,0.26259398295084635,0.8984,0.707382,relu,sigmoid,56,0.175,125,normal,48,20,14,binary_crossentropy,0.5,<class 'tensorflow.python.keras.optimizer_v2.nadam.Nadam'>,True
110,0.39493784687519073,0.8551999926567078,0.5661005973815918,0.26574479223092395,0.8928,0.66676253,relu,sigmoid,44,0.175,110,normal,40,32,16,binary_crossentropy,0.5,<class 'tensorflow.python.keras.optimizer_v2.nadam.Nadam'>,True
120,0.5458130176067353,0.8352000117301941,0.524788498878479,0.18602745405832927,0.9312,0.8057588,relu,sigmoid,40,0.05,120,normal,64,35,10,binary_crossentropy,0.5,<class 'tensorflow.python.keras.optimizer_v2.nadam.Nadam'>,True
120,0.4540976343154907,0.8352000117301941,0.5170563459396362,0.23791196646690368,0.90293336,0.7178697,relu,sigmoid,48,0.3,120,normal,56,29,20,binary_crossentropy,0.5,<class 'tensorflow.python.keras.optimizer_v2.nadam.Nadam'>,True
