round_epochs,val_loss,val_acc,val_f1score,loss,acc,f1score,activation1,activation2,batch_size,dropout,epochs,kernel_initializer,layer1_units,layer2_units,losses,lr,optimizer,use_bias
120,0.3935470857024193,0.8496000170707703,0.5064203143119812,0.2712728032767773,0.8954667,0.7009977,relu,sigmoid,55,0.3125,120,normal,80,15,binary_crossentropy,1,<class 'tensorflow.python.keras.optimizer_v2.nadam.Nadam'>,False
125,0.38255575275421144,0.8511999845504761,0.5245621204376221,0.2553779022693634,0.89813334,0.7042683,relu,sigmoid,55,0.2375,125,normal,80,15,binary_crossentropy,1,<class 'tensorflow.python.keras.optimizer_v2.nadam.Nadam'>,False
120,0.4122956041097641,0.8551999926567078,0.5418655276298523,0.22569251745939256,0.91386664,0.76799023,relu,sigmoid,45,0.2,120,normal,65,25,binary_crossentropy,1,<class 'tensorflow.python.keras.optimizer_v2.nadam.Nadam'>,True
105,0.3630451136827469,0.8528000116348267,0.5043902397155762,0.2804113312562307,0.8832,0.65375835,relu,sigmoid,50,0.3125,105,normal,80,10,binary_crossentropy,1,<class 'tensorflow.python.keras.optimizer_v2.nadam.Nadam'>,False
115,0.42481583535671236,0.853600025177002,0.5195742249488831,0.22038638323545456,0.9090667,0.74925894,relu,sigmoid,50,0.275,115,normal,70,35,binary_crossentropy,1,<class 'tensorflow.python.keras.optimizer_v2.nadam.Nadam'>,False
130,0.44030848681926726,0.853600025177002,0.5242968201637268,0.20160757315158845,0.916,0.7741973,relu,sigmoid,60,0.2375,130,normal,80,35,binary_crossentropy,1,<class 'tensorflow.python.keras.optimizer_v2.nadam.Nadam'>,False
120,0.3633711266517639,0.843999981880188,0.5102889537811279,0.273791773378849,0.8856,0.666457,relu,sigmoid,55,0.35,120,normal,60,15,binary_crossentropy,1,<class 'tensorflow.python.keras.optimizer_v2.nadam.Nadam'>,True
120,0.4475878137350082,0.8375999927520752,0.5230960845947266,0.19799030727148056,0.92,0.7806385,relu,sigmoid,55,0.2,120,normal,70,45,binary_crossentropy,1,<class 'tensorflow.python.keras.optimizer_v2.nadam.Nadam'>,False
115,0.43485682308673856,0.8456000089645386,0.5137989521026611,0.22539700617392858,0.91013336,0.74984646,relu,sigmoid,50,0.2375,115,normal,65,35,binary_crossentropy,1,<class 'tensorflow.python.keras.optimizer_v2.nadam.Nadam'>,True
115,0.42289701402187346,0.8471999764442444,0.5284739136695862,0.23256799479325613,0.89813334,0.72253615,relu,sigmoid,50,0.3125,115,normal,70,25,binary_crossentropy,1,<class 'tensorflow.python.keras.optimizer_v2.nadam.Nadam'>,False
130,0.38717887103557586,0.8496000170707703,0.5235342979431152,0.25134175131718317,0.8994667,0.7095755,relu,sigmoid,50,0.3125,130,normal,75,15,binary_crossentropy,1,<class 'tensorflow.python.keras.optimizer_v2.nadam.Nadam'>,False
130,0.4009332472085953,0.843999981880188,0.4236833155155182,0.2711278955141703,0.88346666,0.62244946,relu,sigmoid,40,0.35,130,normal,65,10,binary_crossentropy,1,<class 'tensorflow.python.keras.optimizer_v2.nadam.Nadam'>,False
130,0.43996172726154326,0.853600025177002,0.5104480981826782,0.18817200755079588,0.9234667,0.79225934,relu,sigmoid,50,0.2,130,normal,80,35,binary_crossentropy,1,<class 'tensorflow.python.keras.optimizer_v2.nadam.Nadam'>,False
115,0.4076846960783005,0.8471999764442444,0.5185798406600952,0.22087469041347504,0.9130667,0.7648673,relu,sigmoid,60,0.35,115,normal,65,45,binary_crossentropy,1,<class 'tensorflow.python.keras.optimizer_v2.nadam.Nadam'>,True
105,0.4002856734991074,0.853600025177002,0.5213941335678101,0.22281619942188263,0.9098667,0.7554316,relu,sigmoid,55,0.2375,105,normal,65,30,binary_crossentropy,1,<class 'tensorflow.python.keras.optimizer_v2.nadam.Nadam'>,False
105,0.42199290269613265,0.8424000144004822,0.5351150035858154,0.23136476948857307,0.9069333,0.7477803,relu,sigmoid,45,0.3125,105,normal,70,35,binary_crossentropy,1,<class 'tensorflow.python.keras.optimizer_v2.nadam.Nadam'>,False
105,0.40531866359710694,0.8447999954223633,0.509585440158844,0.23987935721874237,0.9104,0.7429982,relu,sigmoid,60,0.3125,105,normal,65,30,binary_crossentropy,1,<class 'tensorflow.python.keras.optimizer_v2.nadam.Nadam'>,True
130,0.44143677604198456,0.8447999954223633,0.5021833181381226,0.23345327815413475,0.9128,0.75771624,relu,sigmoid,55,0.275,130,normal,60,20,binary_crossentropy,1,<class 'tensorflow.python.keras.optimizer_v2.nadam.Nadam'>,True
100,0.4006016519367695,0.848800003528595,0.49898287653923035,0.23579332208633422,0.908,0.7455104,relu,sigmoid,55,0.35,100,normal,75,45,binary_crossentropy,1,<class 'tensorflow.python.keras.optimizer_v2.nadam.Nadam'>,False
120,0.46961087596416473,0.8367999792098999,0.5095893144607544,0.23575816947221756,0.90533334,0.734521,relu,sigmoid,45,0.35,120,normal,65,35,binary_crossentropy,1,<class 'tensorflow.python.keras.optimizer_v2.nadam.Nadam'>,False
120,0.35719079756736755,0.8528000116348267,0.5164950489997864,0.28727161840597787,0.8797333,0.6419429,relu,sigmoid,55,0.35,120,normal,75,10,binary_crossentropy,1,<class 'tensorflow.python.keras.optimizer_v2.nadam.Nadam'>,False
110,0.3812554244995117,0.8551999926567078,0.522770881652832,0.23975285238027572,0.9064,0.73495466,relu,sigmoid,40,0.3125,110,normal,65,25,binary_crossentropy,1,<class 'tensorflow.python.keras.optimizer_v2.nadam.Nadam'>,True
120,0.44499310225248334,0.8496000170707703,0.49770304560661316,0.23398687502741813,0.8992,0.70386314,relu,sigmoid,45,0.275,120,normal,80,15,binary_crossentropy,1,<class 'tensorflow.python.keras.optimizer_v2.nadam.Nadam'>,False
100,0.3429864816665649,0.8583999872207642,0.5127524733543396,0.2830420832633972,0.8904,0.6779984,relu,sigmoid,60,0.2375,100,normal,60,10,binary_crossentropy,1,<class 'tensorflow.python.keras.optimizer_v2.nadam.Nadam'>,True
120,0.3726499896645546,0.8464000225067139,0.48223602771759033,0.2698619788487752,0.89386666,0.6681677,relu,sigmoid,55,0.2,120,normal,65,15,binary_crossentropy,1,<class 'tensorflow.python.keras.optimizer_v2.nadam.Nadam'>,False
105,0.3894728933572769,0.8543999791145325,0.5505608916282654,0.22576845568418502,0.90826666,0.7480562,relu,sigmoid,60,0.275,105,normal,80,35,binary_crossentropy,1,<class 'tensorflow.python.keras.optimizer_v2.nadam.Nadam'>,False
105,0.41976728081703185,0.8367999792098999,0.5167584419250488,0.2368694579601288,0.904,0.73736876,relu,sigmoid,60,0.2375,105,normal,65,35,binary_crossentropy,1,<class 'tensorflow.python.keras.optimizer_v2.nadam.Nadam'>,False
115,0.4007792506814003,0.8560000061988831,0.5381159782409668,0.22970521687467893,0.9077333,0.7282775,relu,sigmoid,55,0.275,115,normal,75,30,binary_crossentropy,1,<class 'tensorflow.python.keras.optimizer_v2.nadam.Nadam'>,True
100,0.3900143373012543,0.8551999926567078,0.5295675992965698,0.23811974012851714,0.904,0.7276311,relu,sigmoid,60,0.35,100,normal,75,30,binary_crossentropy,1,<class 'tensorflow.python.keras.optimizer_v2.nadam.Nadam'>,True
115,0.4142003363370895,0.8496000170707703,0.5010552406311035,0.23488736967245738,0.9058667,0.72406995,relu,sigmoid,50,0.3125,115,normal,80,15,binary_crossentropy,1,<class 'tensorflow.python.keras.optimizer_v2.nadam.Nadam'>,False
125,0.406276967048645,0.8447999954223633,0.5081346035003662,0.26711771623293556,0.90346664,0.7318659,relu,sigmoid,40,0.35,125,normal,65,15,binary_crossentropy,1,<class 'tensorflow.python.keras.optimizer_v2.nadam.Nadam'>,False
115,0.4176873588562012,0.8528000116348267,0.5437280535697937,0.22669444590806961,0.91146666,0.7640581,relu,sigmoid,50,0.2,115,normal,65,30,binary_crossentropy,1,<class 'tensorflow.python.keras.optimizer_v2.nadam.Nadam'>,False
125,0.3539123246669769,0.8551999926567078,0.5019038915634155,0.2887560570240021,0.8778667,0.6146261,relu,sigmoid,60,0.35,125,normal,60,15,binary_crossentropy,1,<class 'tensorflow.python.keras.optimizer_v2.nadam.Nadam'>,False
130,0.394064333319664,0.8519999980926514,0.5676985383033752,0.2565569517612457,0.90026665,0.71473485,relu,sigmoid,60,0.35,130,normal,65,25,binary_crossentropy,1,<class 'tensorflow.python.keras.optimizer_v2.nadam.Nadam'>,False
105,0.3865202879905701,0.8583999872207642,0.5397198796272278,0.25089765059947966,0.90133333,0.7304541,relu,sigmoid,60,0.2,105,normal,60,25,binary_crossentropy,1,<class 'tensorflow.python.keras.optimizer_v2.nadam.Nadam'>,False
120,0.4441300263404846,0.8543999791145325,0.5468434691429138,0.19917660122116407,0.91973335,0.7736865,relu,sigmoid,55,0.275,120,normal,75,35,binary_crossentropy,1,<class 'tensorflow.python.keras.optimizer_v2.nadam.Nadam'>,True
120,0.45922655445337296,0.843999981880188,0.5272800922393799,0.2110446654856205,0.91866666,0.7703906,relu,sigmoid,45,0.2375,120,normal,65,30,binary_crossentropy,1,<class 'tensorflow.python.keras.optimizer_v2.nadam.Nadam'>,True
115,0.4088519146442413,0.8583999872207642,0.5241315960884094,0.22665186023712158,0.9141333,0.7568539,relu,sigmoid,40,0.35,115,normal,65,30,binary_crossentropy,1,<class 'tensorflow.python.keras.optimizer_v2.nadam.Nadam'>,False
125,0.43207953000068666,0.8392000198364258,0.49200910329818726,0.24175023305416107,0.90426666,0.73367757,relu,sigmoid,60,0.275,125,normal,60,25,binary_crossentropy,1,<class 'tensorflow.python.keras.optimizer_v2.nadam.Nadam'>,True
105,0.3696729800701141,0.8600000143051147,0.5415278077125549,0.24984581291675567,0.9058667,0.7363378,relu,sigmoid,60,0.275,105,normal,70,15,binary_crossentropy,1,<class 'tensorflow.python.keras.optimizer_v2.nadam.Nadam'>,False
115,0.4702762858867645,0.828000009059906,0.5093031525611877,0.214931592464447,0.91653335,0.7708164,relu,sigmoid,60,0.275,115,normal,75,35,binary_crossentropy,1,<class 'tensorflow.python.keras.optimizer_v2.nadam.Nadam'>,False
105,0.3775826369524002,0.86080002784729,0.5461946129798889,0.2588338573873043,0.90213335,0.73351425,relu,sigmoid,45,0.35,105,normal,70,20,binary_crossentropy,1,<class 'tensorflow.python.keras.optimizer_v2.nadam.Nadam'>,False
115,0.4184551215171814,0.8407999873161316,0.5217959880828857,0.2396249235868454,0.90346664,0.7270853,relu,sigmoid,60,0.2,115,normal,65,20,binary_crossentropy,1,<class 'tensorflow.python.keras.optimizer_v2.nadam.Nadam'>,False
110,0.425153529047966,0.8424000144004822,0.4983661472797394,0.22037246504426003,0.90826666,0.75015616,relu,sigmoid,55,0.2375,110,normal,65,40,binary_crossentropy,1,<class 'tensorflow.python.keras.optimizer_v2.nadam.Nadam'>,True
110,0.37893945664167406,0.848800003528595,0.52210932970047,0.2755398057699204,0.89306664,0.6714414,relu,sigmoid,55,0.275,110,normal,70,10,binary_crossentropy,1,<class 'tensorflow.python.keras.optimizer_v2.nadam.Nadam'>,True
125,0.42254330694675446,0.8367999792098999,0.4907018542289734,0.24067477415005367,0.9045333,0.72766966,relu,sigmoid,50,0.35,125,normal,70,20,binary_crossentropy,1,<class 'tensorflow.python.keras.optimizer_v2.nadam.Nadam'>,True
130,0.36312987029552457,0.8600000143051147,0.4454525113105774,0.2528348269065221,0.88986665,0.6690353,relu,sigmoid,50,0.35,130,normal,65,15,binary_crossentropy,1,<class 'tensorflow.python.keras.optimizer_v2.nadam.Nadam'>,False
110,0.4169863249063492,0.8464000225067139,0.5022351145744324,0.22944960681597393,0.912,0.74146724,relu,sigmoid,40,0.2,110,normal,80,20,binary_crossentropy,1,<class 'tensorflow.python.keras.optimizer_v2.nadam.Nadam'>,False
125,0.4759138184189796,0.8360000252723694,0.521486222743988,0.20705582851171495,0.9173333,0.769307,relu,sigmoid,45,0.3125,125,normal,75,35,binary_crossentropy,1,<class 'tensorflow.python.keras.optimizer_v2.nadam.Nadam'>,True
125,0.4688574550151825,0.8407999873161316,0.516846239566803,0.20160710406303406,0.91866666,0.7750073,relu,sigmoid,40,0.275,125,normal,80,30,binary_crossentropy,1,<class 'tensorflow.python.keras.optimizer_v2.nadam.Nadam'>,False
115,0.4305396820902824,0.8399999737739563,0.5042534470558167,0.24992736077308655,0.8965333,0.7050382,relu,sigmoid,55,0.35,115,normal,70,20,binary_crossentropy,1,<class 'tensorflow.python.keras.optimizer_v2.nadam.Nadam'>,False
130,0.44207881450653075,0.8496000170707703,0.5491244792938232,0.22742007434368133,0.90533334,0.73247874,relu,sigmoid,60,0.3125,130,normal,65,25,binary_crossentropy,1,<class 'tensorflow.python.keras.optimizer_v2.nadam.Nadam'>,False
115,0.43334359407424927,0.848800003528595,0.5162804126739502,0.20516680866479875,0.91866666,0.78337324,relu,sigmoid,50,0.3125,115,normal,75,45,binary_crossentropy,1,<class 'tensorflow.python.keras.optimizer_v2.nadam.Nadam'>,False
115,0.41579286873340604,0.8432000279426575,0.5084150433540344,0.23217366031805675,0.90853333,0.742803,relu,sigmoid,55,0.2,115,normal,60,20,binary_crossentropy,1,<class 'tensorflow.python.keras.optimizer_v2.nadam.Nadam'>,True
120,0.427248517870903,0.8392000198364258,0.506531834602356,0.21922872434059779,0.91546667,0.7653793,relu,sigmoid,50,0.275,120,normal,70,25,binary_crossentropy,1,<class 'tensorflow.python.keras.optimizer_v2.nadam.Nadam'>,True
115,0.40904087615013124,0.8464000225067139,0.53215092420578,0.2308873943090439,0.90746665,0.74814683,relu,sigmoid,60,0.35,115,normal,65,35,binary_crossentropy,1,<class 'tensorflow.python.keras.optimizer_v2.nadam.Nadam'>,True
